"Mean" "Standard_Deviation"
-0.290063950077677 0.478716018401966
-0.276296647770945 0.480325439879499
0.127472817786118 0.353640172106927
-0.0943691064472522 0.283833198281073
-0.134939728283261 0.262293991167135
-0.544220828799147 0.453587253092486
-0.524033179799856 0.485706678035529
-0.525220571429486 0.485810836532129
-0.543172636286723 0.47912875997594
-0.540179185111833 0.450029815478209
-0.569074071634637 0.450113019206652
-0.5171490611744 0.474810145851085
-0.346266653040857 0.341074477893504
-0.466834202524031 0.407789841610635
-0.175545186890228 0.40580506427042
0.384034630501008 0.536729166197505
-0.00814622978034893 0.459879756636029
0.328413750449318 0.454016329755906
-0.00238733470109468 0.417234331528433
0.431532836326912 0.499773878457742
-0.485428053047022 0.56577580016022
-0.604615267766631 0.51042282069867
-0.667337315888324 0.476330381265616
-0.702802803596932 0.438389750992301
-0.706019294197789 0.402081292228796
-0.672425744972927 0.391532211044306
-0.657027475038884 0.383060799609333
-0.451544743792662 0.305753881659111
-0.349318880865222 0.377924582364841
-0.321348168803125 0.364533979744097
-0.0684675780805008 0.365741790137785
0.0711244449958392 0.323971525027856
-0.0358549321681782 0.306856782658639
-0.0512725232226834 0.342322369676421
0.015712321342671 0.323128293630959
0.0103441734796803 0.343899393865529
0.0264241424182692 0.337908343781753
0.0305761158672603 0.333668685349191
-0.00171156079763048 0.30726912461987
-0.0491263315918886 0.307640516015559
0.0310859707307194 0.32018341918357
0.01789909440412 0.313609543246475
0.00284298696759168 0.304178461539252
0.0529255988191407 0.300930223198487
0.0179362604972626 0.298028083423813
-0.0307301917528565 0.28944075621347
-0.0224285411695891 0.284138066194853
-0.014084749741365 0.303846805895344
-0.0565405560655306 0.324345161181842
-0.0692654908126139 0.348367457775486
-0.0735670831711481 0.350517976522518
-0.0791424775332976 0.362326098545406
-0.0476615781156055 0.387243604723978
0.0528591707699769 0.45527645093597
0.160063257627878 0.50182533380392
0.188152361322062 0.527123987157841
0.0925153067439784 0.576724337170116
-0.113236087529888 0.628194431866735
-0.348145238299468 0.633461485576844
-0.532712668860242 0.595949208960826
-0.659088345518369 0.53665210720128
-0.732212551282146 0.482216867803156
-0.750578084763178 0.471902465718353
-0.695826259891686 0.521063901154189
-0.553925544651999 0.63460165254019
-0.32504136595543 0.731907325039647
-0.163296013034028 0.727026774644464
-0.0983743004676674 0.685040846039655
-0.0723492124634931 0.645104240122383
-0.00440436118881363 0.649072002571853
0.0723202671083541 0.639184424722994
0.111221034382826 0.621310157395621
0.132363457237632 0.593437058017343
0.102673751084346 0.570225839131746
0.0379366802548001 0.5858282335033
-0.053575671318772 0.636223402815177
-0.157870580143525 0.682592491454114
-0.267340808138395 0.70153245738105
-0.384648624371534 0.690735444739452
-0.534255333750094 0.637695570686304
-0.652426659365771 0.56352274734888
-0.724323035463653 0.493993458888519
-0.738965914739662 0.459132391942941
-0.728934184778734 0.438154268982566
-0.685580878437563 0.449366800081356
-0.605760180829265 0.490186916338584
-0.500075247669975 0.539413094391118
-0.371558187021618 0.585115227396536
-0.288923321043732 0.603408086380517
-0.206606795211759 0.610710142452133
-0.114260256028128 0.609895855197394
-0.0756301546889927 0.588926476316072
-0.0432255892863131 0.566935496069311
-0.0109061228431133 0.544423055228842
-0.00918281492737043 0.528889038941533
-0.00297063586924284 0.521105813586857
0.0124392508921623 0.514103613540892
0.0018167645399326 0.51545623664146
0.00936059111071231 0.517458073707321
0.0183627942617022 0.518082615146246
0.0101465662161305 0.52636727284731
0.0425873564918467 0.540261509158855
0.0938457179165042 0.55962110918759
0.0795758518024827 0.593732126688108
0.0885600647164303 0.626856001963166
0.0523522130048587 0.642813896487438
0.019232418849275 0.648232509949593
0.0123113193669991 0.616916037376686
0.0399267876868874 0.550032152873591
0.040957623091829 0.516348596818731
-0.0264351257473196 0.494270078032034
-0.112620063549119 0.51021664644609
-0.246778701249572 0.530203172604855
-0.377085567346667 0.52914522885141
-0.475537460706684 0.519034675707163
-0.549717757249209 0.493589691568621
-0.605767376904766 0.464548910397187
-0.644188022400175 0.437259996610291
-0.652610881708577 0.440662253442389
-0.644274328777837 0.459899662539651
-0.591494359511421 0.523145508641711
-0.492045185646499 0.612452777218312
-0.319996141997602 0.708361266657312
-0.139256480043969 0.760172144358691
0.0168358311622726 0.766261077914671
0.101486286422233 0.766185836523404
0.0629177798736145 0.780367681053503
-0.0682040968620852 0.800808662739188
-0.254311398244104 0.775179495899471
-0.419833150184731 0.716301588627999
-0.535599490195071 0.641120663692681
-0.624008789663767 0.552672935244533
-0.654958902494051 0.496797345333123
-0.657844810625394 0.452608417780222
-0.627355161364641 0.450386919494771
-0.565695879295994 0.467525544007699
-0.48961920572564 0.493822880554937
-0.374339499996154 0.521249930021292
-0.25623864931336 0.527751894863377
-0.139017661690401 0.512380929414927
-0.0501328154885863 0.476265866345023
0.0277343511288451 0.437668138033072
0.0638839242880411 0.388566384441393
0.0905862157426611 0.360199102609313
0.0850766002196532 0.336942977322894
0.0964648081151587 0.322581071662377
0.0900427865077945 0.308101281666566
0.0852012023352131 0.295198205787567
0.0902791055354173 0.291758837593139
0.101161478965514 0.293835995783991
0.113983186684157 0.292403265994563
0.11820737918063 0.290857831808011
0.109943283042612 0.28968529132674
0.10013982969572 0.289631527664546
0.0870234665492891 0.283440182154967
0.0676053786801575 0.27614388772169
0.0555491536483071 0.270273567225057
0.0457869788381447 0.270685539923437
0.028032990987756 0.267349541871093
0.0176629541234938 0.272647302650569
0.00877278297879965 0.284578071113564
-0.00334802327294441 0.295884909746793
-0.0232647696720045 0.315853902512677
-0.0519582319047571 0.336247984742277
-0.0948925967600093 0.368378947706405
-0.143251457857785 0.406720055744273
-0.215607929419562 0.439649976332871
-0.30044470092775 0.462443090367445
-0.380925468561239 0.474900359275139
-0.462524085352724 0.47306098765746
-0.517035771477716 0.467283389214241
-0.559329204360686 0.456080256048339
-0.576042582600655 0.458100528383962
-0.574269992901068 0.465976255225861
-0.538188899652964 0.502701815633113
-0.486019759064936 0.539727733085246
-0.404680544414612 0.591790421165685
-0.306040178797855 0.635062232916756
-0.204643358158601 0.674276632803456
-0.120768749285729 0.693964229156419
-0.0864277291639192 0.709086942260577
-0.101954963195759 0.726933306342889
-0.179842081253361 0.728151054998066
-0.277668651034103 0.718380478744337
-0.389982284758783 0.679908901696922
-0.476440566494018 0.63245841951331
-0.537488832883233 0.578369546744332
-0.573342485875653 0.532516286684986
-0.572810230848989 0.502394069712082
-0.54022141373434 0.488655895319709
-0.492435458216304 0.48192025265958
-0.429064841271566 0.475047567902884
-0.362684383728894 0.467292850469884
-0.283142865084427 0.459080801263002
-0.219514250316905 0.441583260212188
-0.158447165067881 0.417463589131956
-0.100598809119475 0.389016555798738
-0.0678136693030111 0.368951301883235
-0.046143619188652 0.346274001419584
-0.0300604997128198 0.324045995374528
-0.0189254017984923 0.310091917165509
-0.0190911144923155 0.302514348317965
-0.00141034128906494 0.293635388869851
0.00165989769057812 0.288361284725795
0.00388684638749079 0.284335539150899
0.00506980820174372 0.28378853547319
0.00776877457780471 0.292658234126202
0.00496402485846597 0.29877746065699
0.00737536732809146 0.30643009447586
0.00412334791457557 0.318674168287165
-0.0111502884482072 0.325231077711429
-0.0265744844641194 0.343538665400939
-0.0367333085905606 0.366911257529979
-0.0588137904602652 0.372140414190478
-0.0880433495037625 0.393352694870014
-0.120367074393213 0.410980469336625
-0.164146393003574 0.430732053403121
-0.223724716778746 0.452097815522153
-0.288841696956602 0.477678725156362
-0.366922380239013 0.487447080093776
-0.431772910212972 0.492470635000604
-0.491819878846982 0.492475254761916
-0.545127659232264 0.493707899039579
-0.579850736982492 0.493226000524021
-0.588543028597462 0.509103307444314
-0.58050700874235 0.533176454977893
-0.548426300933282 0.572091783038767
-0.481834760251579 0.628428228250353
-0.40189189859804 0.682148939705567
-0.312703614845899 0.726704758301676
-0.235408009916148 0.756524891920869
-0.169717807063811 0.780475102941782
-0.155316047195929 0.785966106207693
-0.193317861396237 0.792600972913806
-0.257913159763322 0.777285900366615
-0.339545680877028 0.7530038397589
-0.417852749496792 0.71874228596872
-0.498953007516445 0.660105759086199
-0.539581104400776 0.615172662205808
-0.573772011832126 0.553828204681812
-0.56316797518929 0.527476769473732
-0.541103477351078 0.502024266322374
-0.502506883088443 0.501022012980301
-0.432654810413569 0.508356393521794
-0.362024722489642 0.507340107685071
-0.283274668028669 0.506101005204321
-0.204038252205057 0.496092935321859
-0.129402641847129 0.48304199155051
-0.0793715083085387 0.460796567614926
-0.0232040720631558 0.440550843081605
-0.000503305049285043 0.411799048506663
0.0269332716343851 0.392272229134637
0.0371507256133524 0.373561882131601
0.0494625095464062 0.356601455967244
0.0555933839205958 0.342868683010434
0.0584883194679191 0.334201569125882
0.0596156645046363 0.328184943179938
0.0671869704276984 0.326417828117511
0.0485388666167304 0.33376782497354
0.0452952811215494 0.342911552691335
0.0286652739194177 0.352392440800738
0.00353572496970327 0.376412578045117
-0.0242778328487432 0.399073237669696
-0.0590931416998338 0.420108160074718
-0.0914853918895408 0.444843180955499
-0.132067398079088 0.464968864411959
-0.185889288160206 0.4808660006567
-0.234537231353538 0.497987771353361
-0.278047864979238 0.505569727820304
-0.329389129085143 0.508586170058309
-0.367600971749612 0.508212810757583
-0.409627632044354 0.503529619154316
-0.429863716166332 0.501796212960474
-0.453396287623772 0.491314215237979
-0.457287864792833 0.487493864803673
-0.459246965771089 0.482615550294039
-0.446713580914022 0.482488046735795
-0.436768034851387 0.482786168188006
-0.414491396635415 0.48013753451041
-0.401177636212354 0.485781512473308
-0.371680400645383 0.499699473066034
-0.366158087783626 0.506592567378025
-0.372564244340005 0.511183236667355
-0.375991173919517 0.515793857457914
-0.393980386509352 0.517667509426962
-0.410493689047758 0.522695651423468
-0.43118211717107 0.517930878922578
-0.44630012058422 0.515242872141215
-0.455901070052384 0.506213008149795
-0.466653571274581 0.49497445544272
-0.456776417589557 0.497519962745757
-0.446798300393471 0.493782390663884
-0.438538967972234 0.489335951384141
-0.422485808134666 0.490119289018145
-0.400947846571384 0.49364571966
-0.388555291643191 0.50150262121343
-0.378793310767633 0.512177813083016
-0.379325712064403 0.525229009158178
-0.38386268877462 0.531899146821914
-0.405577358818566 0.534596845652607
-0.427496982293018 0.535121247888945
-0.44657720030582 0.532291496368363
-0.466109044251009 0.529990440455307
-0.473459451432238 0.518729635077402
-0.489007863693327 0.503771774226098
-0.483693877687313 0.505531438599622
-0.475533663904538 0.497680633071514
-0.465630933246635 0.491058485786871
-0.451387420394539 0.485818615903672
-0.442073167186225 0.476219901092546
-0.422461569461328 0.485735148827407
-0.409663914606508 0.488270474215051
-0.406412663202695 0.493861362306313
-0.406201063097491 0.500269692464286
-0.414708899538097 0.505029985371118
-0.421177223715213 0.512949162197892
